,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
15113,"frozenset({'F', 'D', 'J', 'G', 'I', 'E'})",frozenset({'C'}),0.864864865,1,0.864864865,1,1,0,inf
15114,"frozenset({'C', 'D', 'J', 'G', 'I', 'E'})",frozenset({'F'}),0.864864865,1,0.864864865,1,1,0,inf
15115,"frozenset({'F', 'C', 'D', 'J', 'G'})","frozenset({'E', 'I'})",0.864864865,0.972972973,0.864864865,1,1.027777778,0.023374726,inf
15116,"frozenset({'F', 'C', 'D', 'J', 'I'})","frozenset({'G', 'E'})",0.864864865,1,0.864864865,1,1,0,inf
15117,"frozenset({'F', 'C', 'D', 'J', 'E'})","frozenset({'G', 'I'})",0.864864865,0.972972973,0.864864865,1,1.027777778,0.023374726,inf
15118,"frozenset({'F', 'C', 'D', 'G', 'I'})","frozenset({'J', 'E'})",0.864864865,0.945945946,0.864864865,1,1.057142857,0.046749452,inf
15119,"frozenset({'F', 'C', 'D', 'G', 'E'})","frozenset({'J', 'I'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
15120,"frozenset({'F', 'C', 'D', 'I', 'E'})","frozenset({'J', 'G'})",0.864864865,0.945945946,0.864864865,1,1.057142857,0.046749452,inf
15121,"frozenset({'F', 'C', 'J', 'G', 'I'})","frozenset({'D', 'E'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
15122,"frozenset({'F', 'C', 'J', 'G', 'E'})","frozenset({'D', 'I'})",0.945945946,0.864864865,0.864864865,0.914285714,1.057142857,0.046749452,1.576576577
15123,"frozenset({'F', 'C', 'J', 'I', 'E'})","frozenset({'D', 'G'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
15124,"frozenset({'F', 'C', 'G', 'I', 'E'})","frozenset({'D', 'J'})",0.972972973,0.864864865,0.864864865,0.888888889,1.027777778,0.023374726,1.216216216
15125,"frozenset({'F', 'D', 'J', 'G', 'I'})","frozenset({'E', 'C'})",0.864864865,1,0.864864865,1,1,0,inf
15126,"frozenset({'F', 'D', 'J', 'G', 'E'})","frozenset({'C', 'I'})",0.864864865,0.972972973,0.864864865,1,1.027777778,0.023374726,inf
15127,"frozenset({'F', 'D', 'J', 'I', 'E'})","frozenset({'G', 'C'})",0.864864865,1,0.864864865,1,1,0,inf
15128,"frozenset({'F', 'D', 'G', 'I', 'E'})","frozenset({'J', 'C'})",0.864864865,0.945945946,0.864864865,1,1.057142857,0.046749452,inf
15129,"frozenset({'F', 'J', 'G', 'I', 'E'})","frozenset({'D', 'C'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
15130,"frozenset({'C', 'D', 'J', 'G', 'I'})","frozenset({'E', 'F'})",0.864864865,1,0.864864865,1,1,0,inf
15131,"frozenset({'C', 'D', 'J', 'G', 'E'})","frozenset({'I', 'F'})",0.864864865,0.972972973,0.864864865,1,1.027777778,0.023374726,inf
15132,"frozenset({'C', 'D', 'J', 'I', 'E'})","frozenset({'G', 'F'})",0.864864865,1,0.864864865,1,1,0,inf
15133,"frozenset({'C', 'D', 'G', 'I', 'E'})","frozenset({'J', 'F'})",0.864864865,0.945945946,0.864864865,1,1.057142857,0.046749452,inf
15134,"frozenset({'C', 'J', 'G', 'I', 'E'})","frozenset({'D', 'F'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
15135,"frozenset({'D', 'J', 'G', 'I', 'E'})","frozenset({'C', 'F'})",0.864864865,1,0.864864865,1,1,0,inf
15136,"frozenset({'D', 'J', 'C', 'F'})","frozenset({'G', 'E', 'I'})",0.864864865,0.972972973,0.864864865,1,1.027777778,0.023374726,inf
15137,"frozenset({'D', 'G', 'C', 'F'})","frozenset({'J', 'E', 'I'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
15138,"frozenset({'D', 'C', 'I', 'F'})","frozenset({'J', 'G', 'E'})",0.864864865,0.945945946,0.864864865,1,1.057142857,0.046749452,inf
15139,"frozenset({'D', 'E', 'C', 'F'})","frozenset({'J', 'G', 'I'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
15140,"frozenset({'J', 'G', 'C', 'F'})","frozenset({'D', 'E', 'I'})",0.945945946,0.864864865,0.864864865,0.914285714,1.057142857,0.046749452,1.576576577
15141,"frozenset({'J', 'C', 'I', 'F'})","frozenset({'D', 'G', 'E'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
15142,"frozenset({'J', 'E', 'C', 'F'})","frozenset({'D', 'G', 'I'})",0.945945946,0.864864865,0.864864865,0.914285714,1.057142857,0.046749452,1.576576577
15143,"frozenset({'G', 'C', 'I', 'F'})","frozenset({'D', 'J', 'E'})",0.972972973,0.864864865,0.864864865,0.888888889,1.027777778,0.023374726,1.216216216
15144,"frozenset({'G', 'E', 'C', 'F'})","frozenset({'D', 'J', 'I'})",1,0.864864865,0.864864865,0.864864865,1,0,1
15145,"frozenset({'E', 'C', 'I', 'F'})","frozenset({'D', 'J', 'G'})",0.972972973,0.864864865,0.864864865,0.888888889,1.027777778,0.023374726,1.216216216
15146,"frozenset({'D', 'J', 'G', 'F'})","frozenset({'E', 'C', 'I'})",0.864864865,0.972972973,0.864864865,1,1.027777778,0.023374726,inf
15147,"frozenset({'D', 'J', 'I', 'F'})","frozenset({'G', 'E', 'C'})",0.864864865,1,0.864864865,1,1,0,inf
15148,"frozenset({'D', 'J', 'E', 'F'})","frozenset({'G', 'C', 'I'})",0.864864865,0.972972973,0.864864865,1,1.027777778,0.023374726,inf
15149,"frozenset({'D', 'G', 'I', 'F'})","frozenset({'J', 'E', 'C'})",0.864864865,0.945945946,0.864864865,1,1.057142857,0.046749452,inf
15150,"frozenset({'D', 'G', 'E', 'F'})","frozenset({'J', 'C', 'I'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
15151,"frozenset({'D', 'E', 'I', 'F'})","frozenset({'J', 'G', 'C'})",0.864864865,0.945945946,0.864864865,1,1.057142857,0.046749452,inf
15152,"frozenset({'J', 'G', 'I', 'F'})","frozenset({'D', 'E', 'C'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
15153,"frozenset({'J', 'G', 'E', 'F'})","frozenset({'D', 'C', 'I'})",0.945945946,0.864864865,0.864864865,0.914285714,1.057142857,0.046749452,1.576576577
15154,"frozenset({'J', 'E', 'I', 'F'})","frozenset({'D', 'G', 'C'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
15155,"frozenset({'G', 'E', 'I', 'F'})","frozenset({'D', 'J', 'C'})",0.972972973,0.864864865,0.864864865,0.888888889,1.027777778,0.023374726,1.216216216
15156,"frozenset({'D', 'J', 'G', 'C'})","frozenset({'E', 'I', 'F'})",0.864864865,0.972972973,0.864864865,1,1.027777778,0.023374726,inf
15157,"frozenset({'D', 'J', 'C', 'I'})","frozenset({'G', 'E', 'F'})",0.864864865,1,0.864864865,1,1,0,inf
15158,"frozenset({'D', 'J', 'E', 'C'})","frozenset({'G', 'I', 'F'})",0.864864865,0.972972973,0.864864865,1,1.027777778,0.023374726,inf
15159,"frozenset({'D', 'G', 'C', 'I'})","frozenset({'J', 'E', 'F'})",0.864864865,0.945945946,0.864864865,1,1.057142857,0.046749452,inf
15160,"frozenset({'D', 'G', 'E', 'C'})","frozenset({'J', 'I', 'F'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
15161,"frozenset({'D', 'E', 'C', 'I'})","frozenset({'J', 'G', 'F'})",0.864864865,0.945945946,0.864864865,1,1.057142857,0.046749452,inf
15162,"frozenset({'J', 'G', 'C', 'I'})","frozenset({'D', 'E', 'F'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
15163,"frozenset({'J', 'G', 'E', 'C'})","frozenset({'D', 'I', 'F'})",0.945945946,0.864864865,0.864864865,0.914285714,1.057142857,0.046749452,1.576576577
15164,"frozenset({'J', 'E', 'C', 'I'})","frozenset({'D', 'G', 'F'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
15165,"frozenset({'G', 'E', 'C', 'I'})","frozenset({'D', 'J', 'F'})",0.972972973,0.864864865,0.864864865,0.888888889,1.027777778,0.023374726,1.216216216
15166,"frozenset({'D', 'J', 'G', 'I'})","frozenset({'E', 'C', 'F'})",0.864864865,1,0.864864865,1,1,0,inf
15167,"frozenset({'D', 'J', 'G', 'E'})","frozenset({'C', 'I', 'F'})",0.864864865,0.972972973,0.864864865,1,1.027777778,0.023374726,inf
15168,"frozenset({'D', 'J', 'E', 'I'})","frozenset({'G', 'C', 'F'})",0.864864865,1,0.864864865,1,1,0,inf
15169,"frozenset({'D', 'G', 'E', 'I'})","frozenset({'J', 'C', 'F'})",0.864864865,0.945945946,0.864864865,1,1.057142857,0.046749452,inf
15170,"frozenset({'J', 'G', 'E', 'I'})","frozenset({'D', 'C', 'F'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
15171,"frozenset({'D', 'C', 'F'})","frozenset({'J', 'G', 'E', 'I'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
15172,"frozenset({'J', 'C', 'F'})","frozenset({'D', 'G', 'E', 'I'})",0.945945946,0.864864865,0.864864865,0.914285714,1.057142857,0.046749452,1.576576577
15173,"frozenset({'G', 'C', 'F'})","frozenset({'D', 'J', 'E', 'I'})",1,0.864864865,0.864864865,0.864864865,1,0,1
15174,"frozenset({'C', 'I', 'F'})","frozenset({'D', 'J', 'G', 'E'})",0.972972973,0.864864865,0.864864865,0.888888889,1.027777778,0.023374726,1.216216216
15175,"frozenset({'E', 'C', 'F'})","frozenset({'D', 'J', 'G', 'I'})",1,0.864864865,0.864864865,0.864864865,1,0,1
15176,"frozenset({'D', 'J', 'F'})","frozenset({'G', 'E', 'C', 'I'})",0.864864865,0.972972973,0.864864865,1,1.027777778,0.023374726,inf
15177,"frozenset({'D', 'G', 'F'})","frozenset({'J', 'E', 'C', 'I'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
15178,"frozenset({'D', 'I', 'F'})","frozenset({'J', 'G', 'E', 'C'})",0.864864865,0.945945946,0.864864865,1,1.057142857,0.046749452,inf
15179,"frozenset({'D', 'E', 'F'})","frozenset({'J', 'G', 'C', 'I'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
15180,"frozenset({'J', 'G', 'F'})","frozenset({'D', 'E', 'C', 'I'})",0.945945946,0.864864865,0.864864865,0.914285714,1.057142857,0.046749452,1.576576577
15181,"frozenset({'J', 'I', 'F'})","frozenset({'D', 'G', 'E', 'C'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
15182,"frozenset({'J', 'E', 'F'})","frozenset({'D', 'G', 'C', 'I'})",0.945945946,0.864864865,0.864864865,0.914285714,1.057142857,0.046749452,1.576576577
15183,"frozenset({'G', 'I', 'F'})","frozenset({'D', 'J', 'E', 'C'})",0.972972973,0.864864865,0.864864865,0.888888889,1.027777778,0.023374726,1.216216216
15184,"frozenset({'G', 'E', 'F'})","frozenset({'D', 'J', 'C', 'I'})",1,0.864864865,0.864864865,0.864864865,1,0,1
15185,"frozenset({'E', 'I', 'F'})","frozenset({'D', 'J', 'G', 'C'})",0.972972973,0.864864865,0.864864865,0.888888889,1.027777778,0.023374726,1.216216216
15186,"frozenset({'D', 'J', 'C'})","frozenset({'G', 'E', 'I', 'F'})",0.864864865,0.972972973,0.864864865,1,1.027777778,0.023374726,inf
15187,"frozenset({'D', 'G', 'C'})","frozenset({'J', 'E', 'I', 'F'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
15188,"frozenset({'D', 'C', 'I'})","frozenset({'J', 'G', 'E', 'F'})",0.864864865,0.945945946,0.864864865,1,1.057142857,0.046749452,inf
15189,"frozenset({'D', 'E', 'C'})","frozenset({'J', 'G', 'I', 'F'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
15190,"frozenset({'J', 'G', 'C'})","frozenset({'D', 'E', 'I', 'F'})",0.945945946,0.864864865,0.864864865,0.914285714,1.057142857,0.046749452,1.576576577
15191,"frozenset({'J', 'C', 'I'})","frozenset({'D', 'G', 'E', 'F'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
15192,"frozenset({'J', 'E', 'C'})","frozenset({'D', 'G', 'I', 'F'})",0.945945946,0.864864865,0.864864865,0.914285714,1.057142857,0.046749452,1.576576577
15193,"frozenset({'G', 'C', 'I'})","frozenset({'D', 'J', 'E', 'F'})",0.972972973,0.864864865,0.864864865,0.888888889,1.027777778,0.023374726,1.216216216
15194,"frozenset({'G', 'E', 'C'})","frozenset({'D', 'J', 'I', 'F'})",1,0.864864865,0.864864865,0.864864865,1,0,1
15195,"frozenset({'E', 'C', 'I'})","frozenset({'D', 'J', 'G', 'F'})",0.972972973,0.864864865,0.864864865,0.888888889,1.027777778,0.023374726,1.216216216
15196,"frozenset({'D', 'J', 'G'})","frozenset({'E', 'C', 'I', 'F'})",0.864864865,0.972972973,0.864864865,1,1.027777778,0.023374726,inf
15197,"frozenset({'D', 'J', 'I'})","frozenset({'G', 'E', 'C', 'F'})",0.864864865,1,0.864864865,1,1,0,inf
15198,"frozenset({'D', 'J', 'E'})","frozenset({'G', 'C', 'I', 'F'})",0.864864865,0.972972973,0.864864865,1,1.027777778,0.023374726,inf
15199,"frozenset({'D', 'G', 'I'})","frozenset({'J', 'E', 'C', 'F'})",0.864864865,0.945945946,0.864864865,1,1.057142857,0.046749452,inf
15200,"frozenset({'D', 'G', 'E'})","frozenset({'J', 'C', 'I', 'F'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
15201,"frozenset({'D', 'E', 'I'})","frozenset({'J', 'G', 'C', 'F'})",0.864864865,0.945945946,0.864864865,1,1.057142857,0.046749452,inf
15202,"frozenset({'J', 'G', 'I'})","frozenset({'D', 'E', 'C', 'F'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
15203,"frozenset({'J', 'G', 'E'})","frozenset({'D', 'C', 'I', 'F'})",0.945945946,0.864864865,0.864864865,0.914285714,1.057142857,0.046749452,1.576576577
15204,"frozenset({'J', 'E', 'I'})","frozenset({'D', 'G', 'C', 'F'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
15205,"frozenset({'G', 'E', 'I'})","frozenset({'D', 'J', 'C', 'F'})",0.972972973,0.864864865,0.864864865,0.888888889,1.027777778,0.023374726,1.216216216
15206,"frozenset({'C', 'F'})","frozenset({'D', 'J', 'G', 'I', 'E'})",1,0.864864865,0.864864865,0.864864865,1,0,1
15207,"frozenset({'D', 'F'})","frozenset({'C', 'J', 'G', 'I', 'E'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
15208,"frozenset({'J', 'F'})","frozenset({'C', 'D', 'G', 'I', 'E'})",0.945945946,0.864864865,0.864864865,0.914285714,1.057142857,0.046749452,1.576576577
15209,"frozenset({'G', 'F'})","frozenset({'C', 'D', 'J', 'I', 'E'})",1,0.864864865,0.864864865,0.864864865,1,0,1
15210,"frozenset({'I', 'F'})","frozenset({'C', 'D', 'J', 'G', 'E'})",0.972972973,0.864864865,0.864864865,0.888888889,1.027777778,0.023374726,1.216216216
15211,"frozenset({'E', 'F'})","frozenset({'C', 'D', 'J', 'G', 'I'})",1,0.864864865,0.864864865,0.864864865,1,0,1
15212,"frozenset({'D', 'C'})","frozenset({'F', 'J', 'G', 'I', 'E'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
15213,"frozenset({'J', 'C'})","frozenset({'F', 'D', 'G', 'I', 'E'})",0.945945946,0.864864865,0.864864865,0.914285714,1.057142857,0.046749452,1.576576577
15214,"frozenset({'G', 'C'})","frozenset({'F', 'D', 'J', 'I', 'E'})",1,0.864864865,0.864864865,0.864864865,1,0,1
15215,"frozenset({'C', 'I'})","frozenset({'F', 'D', 'J', 'G', 'E'})",0.972972973,0.864864865,0.864864865,0.888888889,1.027777778,0.023374726,1.216216216
15216,"frozenset({'E', 'C'})","frozenset({'F', 'D', 'J', 'G', 'I'})",1,0.864864865,0.864864865,0.864864865,1,0,1
15217,"frozenset({'D', 'J'})","frozenset({'F', 'C', 'G', 'I', 'E'})",0.864864865,0.972972973,0.864864865,1,1.027777778,0.023374726,inf
15218,"frozenset({'D', 'G'})","frozenset({'F', 'C', 'J', 'I', 'E'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
15219,"frozenset({'D', 'I'})","frozenset({'F', 'C', 'J', 'G', 'E'})",0.864864865,0.945945946,0.864864865,1,1.057142857,0.046749452,inf
15220,"frozenset({'D', 'E'})","frozenset({'F', 'C', 'J', 'G', 'I'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
15221,"frozenset({'J', 'G'})","frozenset({'F', 'C', 'D', 'I', 'E'})",0.945945946,0.864864865,0.864864865,0.914285714,1.057142857,0.046749452,1.576576577
15222,"frozenset({'J', 'I'})","frozenset({'F', 'C', 'D', 'G', 'E'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
15223,"frozenset({'J', 'E'})","frozenset({'F', 'C', 'D', 'G', 'I'})",0.945945946,0.864864865,0.864864865,0.914285714,1.057142857,0.046749452,1.576576577
15224,"frozenset({'G', 'I'})","frozenset({'F', 'C', 'D', 'J', 'E'})",0.972972973,0.864864865,0.864864865,0.888888889,1.027777778,0.023374726,1.216216216
15225,"frozenset({'G', 'E'})","frozenset({'F', 'C', 'D', 'J', 'I'})",1,0.864864865,0.864864865,0.864864865,1,0,1
15226,"frozenset({'E', 'I'})","frozenset({'F', 'C', 'D', 'J', 'G'})",0.972972973,0.864864865,0.864864865,0.888888889,1.027777778,0.023374726,1.216216216
15227,frozenset({'F'}),"frozenset({'C', 'D', 'J', 'G', 'I', 'E'})",1,0.864864865,0.864864865,0.864864865,1,0,1
15228,frozenset({'C'}),"frozenset({'F', 'D', 'J', 'G', 'I', 'E'})",1,0.864864865,0.864864865,0.864864865,1,0,1
15229,frozenset({'D'}),"frozenset({'F', 'C', 'J', 'G', 'I', 'E'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
15230,frozenset({'J'}),"frozenset({'F', 'C', 'D', 'G', 'I', 'E'})",0.945945946,0.864864865,0.864864865,0.914285714,1.057142857,0.046749452,1.576576577
15231,frozenset({'G'}),"frozenset({'F', 'C', 'D', 'J', 'I', 'E'})",1,0.864864865,0.864864865,0.864864865,1,0,1
15232,frozenset({'I'}),"frozenset({'F', 'C', 'D', 'J', 'G', 'E'})",0.972972973,0.864864865,0.864864865,0.888888889,1.027777778,0.023374726,1.216216216
15233,frozenset({'E'}),"frozenset({'F', 'C', 'D', 'J', 'G', 'I'})",1,0.864864865,0.864864865,0.864864865,1,0,1
15234,"frozenset({'F', 'C', 'H', 'D', 'J', 'I'})",frozenset({'E'}),0.864864865,1,0.864864865,1,1,0,inf
15235,"frozenset({'F', 'C', 'H', 'D', 'J', 'E'})",frozenset({'I'}),0.864864865,0.972972973,0.864864865,1,1.027777778,0.023374726,inf
15236,"frozenset({'F', 'C', 'H', 'D', 'I', 'E'})",frozenset({'J'}),0.864864865,0.945945946,0.864864865,1,1.057142857,0.046749452,inf
15237,"frozenset({'F', 'C', 'H', 'J', 'I', 'E'})",frozenset({'D'}),0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
15238,"frozenset({'F', 'C', 'D', 'J', 'I', 'E'})",frozenset({'H'}),0.864864865,1,0.864864865,1,1,0,inf
15239,"frozenset({'F', 'H', 'D', 'J', 'I', 'E'})",frozenset({'C'}),0.864864865,1,0.864864865,1,1,0,inf
15240,"frozenset({'C', 'H', 'D', 'J', 'I', 'E'})",frozenset({'F'}),0.864864865,1,0.864864865,1,1,0,inf
15241,"frozenset({'F', 'C', 'H', 'D', 'J'})","frozenset({'E', 'I'})",0.864864865,0.972972973,0.864864865,1,1.027777778,0.023374726,inf
15242,"frozenset({'F', 'C', 'H', 'D', 'I'})","frozenset({'J', 'E'})",0.864864865,0.945945946,0.864864865,1,1.057142857,0.046749452,inf
15243,"frozenset({'F', 'C', 'H', 'D', 'E'})","frozenset({'J', 'I'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
15244,"frozenset({'F', 'C', 'H', 'J', 'I'})","frozenset({'D', 'E'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
15245,"frozenset({'F', 'C', 'H', 'J', 'E'})","frozenset({'D', 'I'})",0.945945946,0.864864865,0.864864865,0.914285714,1.057142857,0.046749452,1.576576577
15246,"frozenset({'F', 'C', 'H', 'I', 'E'})","frozenset({'D', 'J'})",0.972972973,0.864864865,0.864864865,0.888888889,1.027777778,0.023374726,1.216216216
15247,"frozenset({'F', 'C', 'D', 'J', 'I'})","frozenset({'E', 'H'})",0.864864865,1,0.864864865,1,1,0,inf
15248,"frozenset({'F', 'C', 'D', 'J', 'E'})","frozenset({'I', 'H'})",0.864864865,0.972972973,0.864864865,1,1.027777778,0.023374726,inf
15249,"frozenset({'F', 'C', 'D', 'I', 'E'})","frozenset({'J', 'H'})",0.864864865,0.945945946,0.864864865,1,1.057142857,0.046749452,inf
15250,"frozenset({'F', 'C', 'J', 'I', 'E'})","frozenset({'D', 'H'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
15251,"frozenset({'F', 'H', 'D', 'J', 'I'})","frozenset({'E', 'C'})",0.864864865,1,0.864864865,1,1,0,inf
15252,"frozenset({'F', 'H', 'D', 'J', 'E'})","frozenset({'C', 'I'})",0.864864865,0.972972973,0.864864865,1,1.027777778,0.023374726,inf
15253,"frozenset({'F', 'H', 'D', 'I', 'E'})","frozenset({'J', 'C'})",0.864864865,0.945945946,0.864864865,1,1.057142857,0.046749452,inf
15254,"frozenset({'F', 'H', 'J', 'I', 'E'})","frozenset({'D', 'C'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
15255,"frozenset({'F', 'D', 'J', 'I', 'E'})","frozenset({'C', 'H'})",0.864864865,1,0.864864865,1,1,0,inf
15256,"frozenset({'C', 'H', 'D', 'J', 'I'})","frozenset({'E', 'F'})",0.864864865,1,0.864864865,1,1,0,inf
15257,"frozenset({'C', 'H', 'D', 'J', 'E'})","frozenset({'I', 'F'})",0.864864865,0.972972973,0.864864865,1,1.027777778,0.023374726,inf
15258,"frozenset({'C', 'H', 'D', 'I', 'E'})","frozenset({'J', 'F'})",0.864864865,0.945945946,0.864864865,1,1.057142857,0.046749452,inf
15259,"frozenset({'C', 'H', 'J', 'I', 'E'})","frozenset({'D', 'F'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
15260,"frozenset({'C', 'D', 'J', 'I', 'E'})","frozenset({'H', 'F'})",0.864864865,1,0.864864865,1,1,0,inf
15261,"frozenset({'H', 'D', 'J', 'I', 'E'})","frozenset({'C', 'F'})",0.864864865,1,0.864864865,1,1,0,inf
15262,"frozenset({'D', 'H', 'C', 'F'})","frozenset({'J', 'E', 'I'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
15263,"frozenset({'H', 'J', 'C', 'F'})","frozenset({'D', 'E', 'I'})",0.945945946,0.864864865,0.864864865,0.914285714,1.057142857,0.046749452,1.576576577
15264,"frozenset({'H', 'C', 'I', 'F'})","frozenset({'D', 'J', 'E'})",0.972972973,0.864864865,0.864864865,0.888888889,1.027777778,0.023374726,1.216216216
15265,"frozenset({'H', 'E', 'C', 'F'})","frozenset({'D', 'J', 'I'})",1,0.864864865,0.864864865,0.864864865,1,0,1
15266,"frozenset({'D', 'J', 'C', 'F'})","frozenset({'E', 'I', 'H'})",0.864864865,0.972972973,0.864864865,1,1.027777778,0.023374726,inf
15267,"frozenset({'D', 'C', 'I', 'F'})","frozenset({'J', 'E', 'H'})",0.864864865,0.945945946,0.864864865,1,1.057142857,0.046749452,inf
15268,"frozenset({'D', 'E', 'C', 'F'})","frozenset({'J', 'I', 'H'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
15269,"frozenset({'J', 'C', 'I', 'F'})","frozenset({'D', 'E', 'H'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
15270,"frozenset({'J', 'E', 'C', 'F'})","frozenset({'D', 'I', 'H'})",0.945945946,0.864864865,0.864864865,0.914285714,1.057142857,0.046749452,1.576576577
15271,"frozenset({'E', 'C', 'I', 'F'})","frozenset({'D', 'J', 'H'})",0.972972973,0.864864865,0.864864865,0.888888889,1.027777778,0.023374726,1.216216216
15272,"frozenset({'D', 'H', 'J', 'F'})","frozenset({'E', 'C', 'I'})",0.864864865,0.972972973,0.864864865,1,1.027777778,0.023374726,inf
15273,"frozenset({'D', 'H', 'I', 'F'})","frozenset({'J', 'E', 'C'})",0.864864865,0.945945946,0.864864865,1,1.057142857,0.046749452,inf
15274,"frozenset({'D', 'H', 'E', 'F'})","frozenset({'J', 'C', 'I'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
15275,"frozenset({'H', 'J', 'I', 'F'})","frozenset({'D', 'E', 'C'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
15276,"frozenset({'H', 'J', 'E', 'F'})","frozenset({'D', 'C', 'I'})",0.945945946,0.864864865,0.864864865,0.914285714,1.057142857,0.046749452,1.576576577
15277,"frozenset({'H', 'E', 'I', 'F'})","frozenset({'D', 'J', 'C'})",0.972972973,0.864864865,0.864864865,0.888888889,1.027777778,0.023374726,1.216216216
15278,"frozenset({'D', 'J', 'I', 'F'})","frozenset({'E', 'C', 'H'})",0.864864865,1,0.864864865,1,1,0,inf
15279,"frozenset({'D', 'J', 'E', 'F'})","frozenset({'C', 'I', 'H'})",0.864864865,0.972972973,0.864864865,1,1.027777778,0.023374726,inf
15280,"frozenset({'D', 'E', 'I', 'F'})","frozenset({'J', 'C', 'H'})",0.864864865,0.945945946,0.864864865,1,1.057142857,0.046749452,inf
15281,"frozenset({'J', 'E', 'I', 'F'})","frozenset({'D', 'C', 'H'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
15282,"frozenset({'D', 'J', 'C', 'H'})","frozenset({'E', 'I', 'F'})",0.864864865,0.972972973,0.864864865,1,1.027777778,0.023374726,inf
15283,"frozenset({'D', 'C', 'I', 'H'})","frozenset({'J', 'E', 'F'})",0.864864865,0.945945946,0.864864865,1,1.057142857,0.046749452,inf
15284,"frozenset({'D', 'E', 'C', 'H'})","frozenset({'J', 'I', 'F'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
15285,"frozenset({'J', 'C', 'I', 'H'})","frozenset({'D', 'E', 'F'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
15286,"frozenset({'J', 'E', 'C', 'H'})","frozenset({'D', 'I', 'F'})",0.945945946,0.864864865,0.864864865,0.914285714,1.057142857,0.046749452,1.576576577
