,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
2815,frozenset({'F'}),"frozenset({'B', 'G', 'E', 'C'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2816,frozenset({'B'}),"frozenset({'G', 'E', 'C', 'F'})",0.891891892,1,0.891891892,1,1,0,inf
2817,frozenset({'C'}),"frozenset({'B', 'G', 'E', 'F'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2818,frozenset({'G'}),"frozenset({'B', 'E', 'C', 'F'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2819,frozenset({'E'}),"frozenset({'B', 'G', 'C', 'F'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2820,"frozenset({'B', 'C', 'H', 'F'})",frozenset({'E'}),0.891891892,1,0.891891892,1,1,0,inf
2821,"frozenset({'B', 'E', 'C', 'F'})",frozenset({'H'}),0.891891892,1,0.891891892,1,1,0,inf
2822,"frozenset({'B', 'E', 'H', 'F'})",frozenset({'C'}),0.891891892,1,0.891891892,1,1,0,inf
2823,"frozenset({'H', 'E', 'C', 'F'})",frozenset({'B'}),1,0.891891892,0.891891892,0.891891892,1,0,1
2824,"frozenset({'B', 'E', 'C', 'H'})",frozenset({'F'}),0.891891892,1,0.891891892,1,1,0,inf
2825,"frozenset({'B', 'C', 'F'})","frozenset({'E', 'H'})",0.891891892,1,0.891891892,1,1,0,inf
2826,"frozenset({'B', 'H', 'F'})","frozenset({'E', 'C'})",0.891891892,1,0.891891892,1,1,0,inf
2827,"frozenset({'B', 'E', 'F'})","frozenset({'C', 'H'})",0.891891892,1,0.891891892,1,1,0,inf
2828,"frozenset({'H', 'C', 'F'})","frozenset({'B', 'E'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2829,"frozenset({'E', 'C', 'F'})","frozenset({'B', 'H'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2830,"frozenset({'H', 'E', 'F'})","frozenset({'B', 'C'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2831,"frozenset({'B', 'C', 'H'})","frozenset({'E', 'F'})",0.891891892,1,0.891891892,1,1,0,inf
2832,"frozenset({'B', 'E', 'C'})","frozenset({'H', 'F'})",0.891891892,1,0.891891892,1,1,0,inf
2833,"frozenset({'B', 'E', 'H'})","frozenset({'C', 'F'})",0.891891892,1,0.891891892,1,1,0,inf
2834,"frozenset({'E', 'C', 'H'})","frozenset({'B', 'F'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2835,"frozenset({'B', 'F'})","frozenset({'E', 'C', 'H'})",0.891891892,1,0.891891892,1,1,0,inf
2836,"frozenset({'C', 'F'})","frozenset({'B', 'E', 'H'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2837,"frozenset({'H', 'F'})","frozenset({'B', 'E', 'C'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2838,"frozenset({'E', 'F'})","frozenset({'B', 'C', 'H'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2839,"frozenset({'B', 'C'})","frozenset({'H', 'E', 'F'})",0.891891892,1,0.891891892,1,1,0,inf
2840,"frozenset({'B', 'H'})","frozenset({'E', 'C', 'F'})",0.891891892,1,0.891891892,1,1,0,inf
2841,"frozenset({'B', 'E'})","frozenset({'H', 'C', 'F'})",0.891891892,1,0.891891892,1,1,0,inf
2842,"frozenset({'C', 'H'})","frozenset({'B', 'E', 'F'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2843,"frozenset({'E', 'C'})","frozenset({'B', 'H', 'F'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2844,"frozenset({'E', 'H'})","frozenset({'B', 'C', 'F'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2845,frozenset({'F'}),"frozenset({'B', 'E', 'C', 'H'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2846,frozenset({'B'}),"frozenset({'H', 'E', 'C', 'F'})",0.891891892,1,0.891891892,1,1,0,inf
2847,frozenset({'C'}),"frozenset({'B', 'E', 'H', 'F'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2848,frozenset({'H'}),"frozenset({'B', 'E', 'C', 'F'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2849,frozenset({'E'}),"frozenset({'B', 'C', 'H', 'F'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2850,"frozenset({'B', 'C', 'I', 'F'})",frozenset({'E'}),0.864864865,1,0.864864865,1,1,0,inf
2851,"frozenset({'B', 'E', 'C', 'F'})",frozenset({'I'}),0.891891892,0.972972973,0.864864865,0.96969697,0.996632997,-0.002921841,0.891891892
2852,"frozenset({'B', 'E', 'I', 'F'})",frozenset({'C'}),0.864864865,1,0.864864865,1,1,0,inf
2853,"frozenset({'E', 'C', 'I', 'F'})",frozenset({'B'}),0.972972973,0.891891892,0.864864865,0.888888889,0.996632997,-0.002921841,0.972972973
2854,"frozenset({'B', 'E', 'C', 'I'})",frozenset({'F'}),0.864864865,1,0.864864865,1,1,0,inf
2855,"frozenset({'B', 'C', 'F'})","frozenset({'E', 'I'})",0.891891892,0.972972973,0.864864865,0.96969697,0.996632997,-0.002921841,0.891891892
2856,"frozenset({'B', 'I', 'F'})","frozenset({'E', 'C'})",0.864864865,1,0.864864865,1,1,0,inf
2857,"frozenset({'B', 'E', 'F'})","frozenset({'C', 'I'})",0.891891892,0.972972973,0.864864865,0.96969697,0.996632997,-0.002921841,0.891891892
2858,"frozenset({'C', 'I', 'F'})","frozenset({'B', 'E'})",0.972972973,0.891891892,0.864864865,0.888888889,0.996632997,-0.002921841,0.972972973
2859,"frozenset({'E', 'C', 'F'})","frozenset({'B', 'I'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2860,"frozenset({'E', 'I', 'F'})","frozenset({'B', 'C'})",0.972972973,0.891891892,0.864864865,0.888888889,0.996632997,-0.002921841,0.972972973
2861,"frozenset({'B', 'C', 'I'})","frozenset({'E', 'F'})",0.864864865,1,0.864864865,1,1,0,inf
2862,"frozenset({'B', 'E', 'C'})","frozenset({'I', 'F'})",0.891891892,0.972972973,0.864864865,0.96969697,0.996632997,-0.002921841,0.891891892
2863,"frozenset({'B', 'E', 'I'})","frozenset({'C', 'F'})",0.864864865,1,0.864864865,1,1,0,inf
2864,"frozenset({'E', 'C', 'I'})","frozenset({'B', 'F'})",0.972972973,0.891891892,0.864864865,0.888888889,0.996632997,-0.002921841,0.972972973
2865,"frozenset({'B', 'F'})","frozenset({'E', 'C', 'I'})",0.891891892,0.972972973,0.864864865,0.96969697,0.996632997,-0.002921841,0.891891892
2866,"frozenset({'C', 'F'})","frozenset({'B', 'E', 'I'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2867,"frozenset({'I', 'F'})","frozenset({'B', 'E', 'C'})",0.972972973,0.891891892,0.864864865,0.888888889,0.996632997,-0.002921841,0.972972973
2868,"frozenset({'E', 'F'})","frozenset({'B', 'C', 'I'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2869,"frozenset({'B', 'C'})","frozenset({'E', 'I', 'F'})",0.891891892,0.972972973,0.864864865,0.96969697,0.996632997,-0.002921841,0.891891892
2870,"frozenset({'B', 'I'})","frozenset({'E', 'C', 'F'})",0.864864865,1,0.864864865,1,1,0,inf
2871,"frozenset({'B', 'E'})","frozenset({'C', 'I', 'F'})",0.891891892,0.972972973,0.864864865,0.96969697,0.996632997,-0.002921841,0.891891892
2872,"frozenset({'C', 'I'})","frozenset({'B', 'E', 'F'})",0.972972973,0.891891892,0.864864865,0.888888889,0.996632997,-0.002921841,0.972972973
2873,"frozenset({'E', 'C'})","frozenset({'B', 'I', 'F'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2874,"frozenset({'E', 'I'})","frozenset({'B', 'C', 'F'})",0.972972973,0.891891892,0.864864865,0.888888889,0.996632997,-0.002921841,0.972972973
2875,frozenset({'F'}),"frozenset({'B', 'E', 'C', 'I'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2876,frozenset({'B'}),"frozenset({'E', 'C', 'I', 'F'})",0.891891892,0.972972973,0.864864865,0.96969697,0.996632997,-0.002921841,0.891891892
2877,frozenset({'C'}),"frozenset({'B', 'E', 'I', 'F'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2878,frozenset({'I'}),"frozenset({'B', 'E', 'C', 'F'})",0.972972973,0.891891892,0.864864865,0.888888889,0.996632997,-0.002921841,0.972972973
2879,frozenset({'E'}),"frozenset({'B', 'C', 'I', 'F'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2880,"frozenset({'B', 'J', 'C', 'F'})",frozenset({'E'}),0.864864865,1,0.864864865,1,1,0,inf
2881,"frozenset({'B', 'E', 'C', 'F'})",frozenset({'J'}),0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
2882,"frozenset({'B', 'J', 'E', 'F'})",frozenset({'C'}),0.864864865,1,0.864864865,1,1,0,inf
2883,"frozenset({'J', 'E', 'C', 'F'})",frozenset({'B'}),0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
2884,"frozenset({'B', 'J', 'E', 'C'})",frozenset({'F'}),0.864864865,1,0.864864865,1,1,0,inf
2885,"frozenset({'B', 'C', 'F'})","frozenset({'J', 'E'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
2886,"frozenset({'B', 'J', 'F'})","frozenset({'E', 'C'})",0.864864865,1,0.864864865,1,1,0,inf
2887,"frozenset({'B', 'E', 'F'})","frozenset({'J', 'C'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
2888,"frozenset({'J', 'C', 'F'})","frozenset({'B', 'E'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
2889,"frozenset({'E', 'C', 'F'})","frozenset({'B', 'J'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2890,"frozenset({'J', 'E', 'F'})","frozenset({'B', 'C'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
2891,"frozenset({'B', 'J', 'C'})","frozenset({'E', 'F'})",0.864864865,1,0.864864865,1,1,0,inf
2892,"frozenset({'B', 'E', 'C'})","frozenset({'J', 'F'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
2893,"frozenset({'B', 'J', 'E'})","frozenset({'C', 'F'})",0.864864865,1,0.864864865,1,1,0,inf
2894,"frozenset({'J', 'E', 'C'})","frozenset({'B', 'F'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
2895,"frozenset({'B', 'F'})","frozenset({'J', 'E', 'C'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
2896,"frozenset({'C', 'F'})","frozenset({'B', 'J', 'E'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2897,"frozenset({'J', 'F'})","frozenset({'B', 'E', 'C'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
2898,"frozenset({'E', 'F'})","frozenset({'B', 'J', 'C'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2899,"frozenset({'B', 'C'})","frozenset({'J', 'E', 'F'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
2900,"frozenset({'B', 'J'})","frozenset({'E', 'C', 'F'})",0.864864865,1,0.864864865,1,1,0,inf
2901,"frozenset({'B', 'E'})","frozenset({'J', 'C', 'F'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
2902,"frozenset({'J', 'C'})","frozenset({'B', 'E', 'F'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
2903,"frozenset({'E', 'C'})","frozenset({'B', 'J', 'F'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2904,"frozenset({'J', 'E'})","frozenset({'B', 'C', 'F'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
2905,frozenset({'F'}),"frozenset({'B', 'J', 'E', 'C'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2906,frozenset({'B'}),"frozenset({'J', 'E', 'C', 'F'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
2907,frozenset({'C'}),"frozenset({'B', 'J', 'E', 'F'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2908,frozenset({'J'}),"frozenset({'B', 'E', 'C', 'F'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
2909,frozenset({'E'}),"frozenset({'B', 'J', 'C', 'F'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2910,"frozenset({'B', 'G', 'C', 'H'})",frozenset({'E'}),0.891891892,1,0.891891892,1,1,0,inf
2911,"frozenset({'B', 'E', 'C', 'H'})",frozenset({'G'}),0.891891892,1,0.891891892,1,1,0,inf
2912,"frozenset({'B', 'G', 'E', 'C'})",frozenset({'H'}),0.891891892,1,0.891891892,1,1,0,inf
2913,"frozenset({'B', 'G', 'E', 'H'})",frozenset({'C'}),0.891891892,1,0.891891892,1,1,0,inf
2914,"frozenset({'G', 'E', 'C', 'H'})",frozenset({'B'}),1,0.891891892,0.891891892,0.891891892,1,0,1
2915,"frozenset({'B', 'C', 'H'})","frozenset({'G', 'E'})",0.891891892,1,0.891891892,1,1,0,inf
2916,"frozenset({'B', 'G', 'C'})","frozenset({'E', 'H'})",0.891891892,1,0.891891892,1,1,0,inf
2917,"frozenset({'B', 'E', 'C'})","frozenset({'G', 'H'})",0.891891892,1,0.891891892,1,1,0,inf
2918,"frozenset({'B', 'G', 'H'})","frozenset({'E', 'C'})",0.891891892,1,0.891891892,1,1,0,inf
2919,"frozenset({'B', 'E', 'H'})","frozenset({'G', 'C'})",0.891891892,1,0.891891892,1,1,0,inf
2920,"frozenset({'B', 'G', 'E'})","frozenset({'C', 'H'})",0.891891892,1,0.891891892,1,1,0,inf
2921,"frozenset({'G', 'C', 'H'})","frozenset({'B', 'E'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2922,"frozenset({'E', 'C', 'H'})","frozenset({'B', 'G'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2923,"frozenset({'G', 'E', 'C'})","frozenset({'B', 'H'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2924,"frozenset({'G', 'E', 'H'})","frozenset({'B', 'C'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2925,"frozenset({'B', 'C'})","frozenset({'G', 'E', 'H'})",0.891891892,1,0.891891892,1,1,0,inf
2926,"frozenset({'B', 'H'})","frozenset({'G', 'E', 'C'})",0.891891892,1,0.891891892,1,1,0,inf
2927,"frozenset({'B', 'G'})","frozenset({'E', 'C', 'H'})",0.891891892,1,0.891891892,1,1,0,inf
2928,"frozenset({'B', 'E'})","frozenset({'G', 'C', 'H'})",0.891891892,1,0.891891892,1,1,0,inf
2929,"frozenset({'C', 'H'})","frozenset({'B', 'G', 'E'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2930,"frozenset({'G', 'C'})","frozenset({'B', 'E', 'H'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2931,"frozenset({'E', 'C'})","frozenset({'B', 'G', 'H'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2932,"frozenset({'G', 'H'})","frozenset({'B', 'E', 'C'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2933,"frozenset({'E', 'H'})","frozenset({'B', 'G', 'C'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2934,"frozenset({'G', 'E'})","frozenset({'B', 'C', 'H'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2935,frozenset({'B'}),"frozenset({'G', 'E', 'C', 'H'})",0.891891892,1,0.891891892,1,1,0,inf
2936,frozenset({'C'}),"frozenset({'B', 'G', 'E', 'H'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2937,frozenset({'H'}),"frozenset({'B', 'G', 'E', 'C'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2938,frozenset({'G'}),"frozenset({'B', 'E', 'C', 'H'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2939,frozenset({'E'}),"frozenset({'B', 'G', 'C', 'H'})",1,0.891891892,0.891891892,0.891891892,1,0,1
2940,"frozenset({'B', 'G', 'C', 'I'})",frozenset({'E'}),0.864864865,1,0.864864865,1,1,0,inf
2941,"frozenset({'B', 'G', 'E', 'C'})",frozenset({'I'}),0.891891892,0.972972973,0.864864865,0.96969697,0.996632997,-0.002921841,0.891891892
2942,"frozenset({'B', 'E', 'C', 'I'})",frozenset({'G'}),0.864864865,1,0.864864865,1,1,0,inf
2943,"frozenset({'B', 'G', 'E', 'I'})",frozenset({'C'}),0.864864865,1,0.864864865,1,1,0,inf
2944,"frozenset({'G', 'E', 'C', 'I'})",frozenset({'B'}),0.972972973,0.891891892,0.864864865,0.888888889,0.996632997,-0.002921841,0.972972973
2945,"frozenset({'B', 'G', 'C'})","frozenset({'E', 'I'})",0.891891892,0.972972973,0.864864865,0.96969697,0.996632997,-0.002921841,0.891891892
2946,"frozenset({'B', 'C', 'I'})","frozenset({'G', 'E'})",0.864864865,1,0.864864865,1,1,0,inf
2947,"frozenset({'B', 'E', 'C'})","frozenset({'G', 'I'})",0.891891892,0.972972973,0.864864865,0.96969697,0.996632997,-0.002921841,0.891891892
2948,"frozenset({'B', 'G', 'I'})","frozenset({'E', 'C'})",0.864864865,1,0.864864865,1,1,0,inf
2949,"frozenset({'B', 'G', 'E'})","frozenset({'C', 'I'})",0.891891892,0.972972973,0.864864865,0.96969697,0.996632997,-0.002921841,0.891891892
2950,"frozenset({'B', 'E', 'I'})","frozenset({'G', 'C'})",0.864864865,1,0.864864865,1,1,0,inf
2951,"frozenset({'G', 'C', 'I'})","frozenset({'B', 'E'})",0.972972973,0.891891892,0.864864865,0.888888889,0.996632997,-0.002921841,0.972972973
2952,"frozenset({'G', 'E', 'C'})","frozenset({'B', 'I'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2953,"frozenset({'E', 'C', 'I'})","frozenset({'B', 'G'})",0.972972973,0.891891892,0.864864865,0.888888889,0.996632997,-0.002921841,0.972972973
2954,"frozenset({'G', 'E', 'I'})","frozenset({'B', 'C'})",0.972972973,0.891891892,0.864864865,0.888888889,0.996632997,-0.002921841,0.972972973
2955,"frozenset({'B', 'C'})","frozenset({'G', 'E', 'I'})",0.891891892,0.972972973,0.864864865,0.96969697,0.996632997,-0.002921841,0.891891892
2956,"frozenset({'B', 'G'})","frozenset({'E', 'C', 'I'})",0.891891892,0.972972973,0.864864865,0.96969697,0.996632997,-0.002921841,0.891891892
2957,"frozenset({'B', 'I'})","frozenset({'G', 'E', 'C'})",0.864864865,1,0.864864865,1,1,0,inf
2958,"frozenset({'B', 'E'})","frozenset({'G', 'C', 'I'})",0.891891892,0.972972973,0.864864865,0.96969697,0.996632997,-0.002921841,0.891891892
2959,"frozenset({'G', 'C'})","frozenset({'B', 'E', 'I'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2960,"frozenset({'C', 'I'})","frozenset({'B', 'G', 'E'})",0.972972973,0.891891892,0.864864865,0.888888889,0.996632997,-0.002921841,0.972972973
2961,"frozenset({'E', 'C'})","frozenset({'B', 'G', 'I'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2962,"frozenset({'G', 'I'})","frozenset({'B', 'E', 'C'})",0.972972973,0.891891892,0.864864865,0.888888889,0.996632997,-0.002921841,0.972972973
2963,"frozenset({'G', 'E'})","frozenset({'B', 'C', 'I'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2964,"frozenset({'E', 'I'})","frozenset({'B', 'G', 'C'})",0.972972973,0.891891892,0.864864865,0.888888889,0.996632997,-0.002921841,0.972972973
2965,frozenset({'B'}),"frozenset({'G', 'E', 'C', 'I'})",0.891891892,0.972972973,0.864864865,0.96969697,0.996632997,-0.002921841,0.891891892
2966,frozenset({'C'}),"frozenset({'B', 'G', 'E', 'I'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2967,frozenset({'G'}),"frozenset({'B', 'E', 'C', 'I'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2968,frozenset({'I'}),"frozenset({'B', 'G', 'E', 'C'})",0.972972973,0.891891892,0.864864865,0.888888889,0.996632997,-0.002921841,0.972972973
2969,frozenset({'E'}),"frozenset({'B', 'G', 'C', 'I'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2970,"frozenset({'B', 'J', 'G', 'C'})",frozenset({'E'}),0.864864865,1,0.864864865,1,1,0,inf
2971,"frozenset({'B', 'J', 'E', 'C'})",frozenset({'G'}),0.864864865,1,0.864864865,1,1,0,inf
2972,"frozenset({'B', 'G', 'E', 'C'})",frozenset({'J'}),0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
2973,"frozenset({'B', 'J', 'G', 'E'})",frozenset({'C'}),0.864864865,1,0.864864865,1,1,0,inf
2974,"frozenset({'J', 'G', 'E', 'C'})",frozenset({'B'}),0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
2975,"frozenset({'B', 'J', 'C'})","frozenset({'G', 'E'})",0.864864865,1,0.864864865,1,1,0,inf
2976,"frozenset({'B', 'G', 'C'})","frozenset({'J', 'E'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
2977,"frozenset({'B', 'E', 'C'})","frozenset({'J', 'G'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
2978,"frozenset({'B', 'J', 'G'})","frozenset({'E', 'C'})",0.864864865,1,0.864864865,1,1,0,inf
2979,"frozenset({'B', 'J', 'E'})","frozenset({'G', 'C'})",0.864864865,1,0.864864865,1,1,0,inf
2980,"frozenset({'B', 'G', 'E'})","frozenset({'J', 'C'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
2981,"frozenset({'J', 'G', 'C'})","frozenset({'B', 'E'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
2982,"frozenset({'J', 'E', 'C'})","frozenset({'B', 'G'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
2983,"frozenset({'G', 'E', 'C'})","frozenset({'B', 'J'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2984,"frozenset({'J', 'G', 'E'})","frozenset({'B', 'C'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
2985,"frozenset({'B', 'C'})","frozenset({'J', 'G', 'E'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
2986,"frozenset({'B', 'J'})","frozenset({'G', 'E', 'C'})",0.864864865,1,0.864864865,1,1,0,inf
2987,"frozenset({'B', 'G'})","frozenset({'J', 'E', 'C'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
2988,"frozenset({'B', 'E'})","frozenset({'J', 'G', 'C'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
2989,"frozenset({'J', 'C'})","frozenset({'B', 'G', 'E'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
2990,"frozenset({'G', 'C'})","frozenset({'B', 'J', 'E'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2991,"frozenset({'E', 'C'})","frozenset({'B', 'J', 'G'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2992,"frozenset({'J', 'G'})","frozenset({'B', 'E', 'C'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
2993,"frozenset({'J', 'E'})","frozenset({'B', 'G', 'C'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
2994,"frozenset({'G', 'E'})","frozenset({'B', 'J', 'C'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2995,frozenset({'B'}),"frozenset({'J', 'G', 'E', 'C'})",0.891891892,0.945945946,0.864864865,0.96969697,1.025108225,0.021183346,1.783783784
2996,frozenset({'C'}),"frozenset({'B', 'J', 'G', 'E'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2997,frozenset({'J'}),"frozenset({'B', 'G', 'E', 'C'})",0.945945946,0.891891892,0.864864865,0.914285714,1.025108225,0.021183346,1.261261261
2998,frozenset({'G'}),"frozenset({'B', 'J', 'E', 'C'})",1,0.864864865,0.864864865,0.864864865,1,0,1
2999,frozenset({'E'}),"frozenset({'B', 'J', 'G', 'C'})",1,0.864864865,0.864864865,0.864864865,1,0,1
3000,"frozenset({'B', 'C', 'I', 'H'})",frozenset({'E'}),0.864864865,1,0.864864865,1,1,0,inf
3001,"frozenset({'B', 'E', 'C', 'H'})",frozenset({'I'}),0.891891892,0.972972973,0.864864865,0.96969697,0.996632997,-0.002921841,0.891891892
3002,"frozenset({'B', 'E', 'C', 'I'})",frozenset({'H'}),0.864864865,1,0.864864865,1,1,0,inf
3003,"frozenset({'B', 'E', 'I', 'H'})",frozenset({'C'}),0.864864865,1,0.864864865,1,1,0,inf
3004,"frozenset({'E', 'C', 'I', 'H'})",frozenset({'B'}),0.972972973,0.891891892,0.864864865,0.888888889,0.996632997,-0.002921841,0.972972973
3005,"frozenset({'B', 'C', 'H'})","frozenset({'E', 'I'})",0.891891892,0.972972973,0.864864865,0.96969697,0.996632997,-0.002921841,0.891891892
3006,"frozenset({'B', 'C', 'I'})","frozenset({'E', 'H'})",0.864864865,1,0.864864865,1,1,0,inf
3007,"frozenset({'B', 'E', 'C'})","frozenset({'I', 'H'})",0.891891892,0.972972973,0.864864865,0.96969697,0.996632997,-0.002921841,0.891891892
3008,"frozenset({'B', 'I', 'H'})","frozenset({'E', 'C'})",0.864864865,1,0.864864865,1,1,0,inf
3009,"frozenset({'B', 'E', 'H'})","frozenset({'C', 'I'})",0.891891892,0.972972973,0.864864865,0.96969697,0.996632997,-0.002921841,0.891891892
3010,"frozenset({'B', 'E', 'I'})","frozenset({'C', 'H'})",0.864864865,1,0.864864865,1,1,0,inf
3011,"frozenset({'C', 'I', 'H'})","frozenset({'B', 'E'})",0.972972973,0.891891892,0.864864865,0.888888889,0.996632997,-0.002921841,0.972972973
3012,"frozenset({'E', 'C', 'H'})","frozenset({'B', 'I'})",1,0.864864865,0.864864865,0.864864865,1,0,1
3013,"frozenset({'E', 'C', 'I'})","frozenset({'B', 'H'})",0.972972973,0.891891892,0.864864865,0.888888889,0.996632997,-0.002921841,0.972972973
3014,"frozenset({'E', 'I', 'H'})","frozenset({'B', 'C'})",0.972972973,0.891891892,0.864864865,0.888888889,0.996632997,-0.002921841,0.972972973
3015,"frozenset({'B', 'C'})","frozenset({'E', 'I', 'H'})",0.891891892,0.972972973,0.864864865,0.96969697,0.996632997,-0.002921841,0.891891892
3016,"frozenset({'B', 'H'})","frozenset({'E', 'C', 'I'})",0.891891892,0.972972973,0.864864865,0.96969697,0.996632997,-0.002921841,0.891891892
3017,"frozenset({'B', 'I'})","frozenset({'E', 'C', 'H'})",0.864864865,1,0.864864865,1,1,0,inf
3018,"frozenset({'B', 'E'})","frozenset({'C', 'I', 'H'})",0.891891892,0.972972973,0.864864865,0.96969697,0.996632997,-0.002921841,0.891891892
3019,"frozenset({'C', 'H'})","frozenset({'B', 'E', 'I'})",1,0.864864865,0.864864865,0.864864865,1,0,1
3020,"frozenset({'C', 'I'})","frozenset({'B', 'E', 'H'})",0.972972973,0.891891892,0.864864865,0.888888889,0.996632997,-0.002921841,0.972972973
3021,"frozenset({'E', 'C'})","frozenset({'B', 'I', 'H'})",1,0.864864865,0.864864865,0.864864865,1,0,1
